order_id,user_id,order_date,product_id,product_name,category,quantity,unit_price,channel,region,payment_status,order_amount,month,order_day,is_repeat_order,user_order_no
O001056,U00274,2025-01-07,P001,无线蓝牙耳机,数码配件,1,135.12,会员短信,华东,已支付,135.12,2025-01,2025-01-07,False,1
O001057,U00139,2025-04-29,P003,智能手表,数码配件,1,554.17,直播间,华南,已支付,554.17,2025-04,2025-04-29,True,2
O001058,U00838,2025-12-17,P010,即食燕麦组合,食品饮料,1,61.56,社群团购,华北,已支付,61.56,2025-12,2025-12-17,True,3
O001059,U00829,2025-01-27,P003,智能手表,数码配件,1,382.53,社群团购,华北,已支付,382.53,2025-01,2025-01-27,False,1
O001060,U00887,2025-07-27,P003,智能手表,数码配件,1,520.61,自然搜索,西南,已支付,520.61,2025-07,2025-07-27,True,2
O001061,U01133,2025-11-10,P012,坚果礼盒,食品饮料,1,104.2,社群团购,华东,已支付,104.2,2025-11,2025-11-10,True,3
O001062,U00311,2025-01-27,P015,收纳箱套装,家居生活,1,80.07,会员短信,华南,已支付,80.07,2025-01,2025-01-27,False,1
O001063,U00422,2025-03-06,P005,氨基酸洗面奶,美妆个护,2,54.7,自然搜索,西北,已支付,109.4,2025-03,2025-03-06,False,1
O001064,U00534,2025-12-10,P009,跑步运动鞋,服饰鞋包,1,244.39,直播间,华中,已支付,244.39,2025-12,2025-12-10,True,2
O001065,U00650,2025-01-13,P007,轻薄羽绒服,服饰鞋包,1,373.02,社群团购,西南,已支付,373.02,2025-01,2025-01-13,False,1
O001066,U00311,2025-06-01,P010,即食燕麦组合,食品饮料,3,51.13,直播间,西南,已支付,153.39,2025-06,2025-06-01,True,2
O001067,U00428,2025-10-05,P007,轻薄羽绒服,服饰鞋包,1,328.93,会员短信,华东,已支付,328.93,2025-10,2025-10-05,True,2
O001068,U01232,2025-12-07,P007,轻薄羽绒服,服饰鞋包,2,270.91,直播间,华东,已支付,541.82,2025-12,2025-12-07,True,3
O001069,U00432,2025-08-14,P005,氨基酸洗面奶,美妆个护,3,60.46,会员短信,华北,已支付,181.38,2025-08,2025-08-14,False,1
O001070,U00314,2025-12-01,P012,坚果礼盒,食品饮料,1,119.83,自然搜索,华北,已支付,119.83,2025-12,2025-12-01,True,4
O001071,U00862,2025-07-23,P013,人体工学椅,家居生活,1,804.36,自然搜索,华北,已支付,804.36,2025-07,2025-07-23,True,5
O001073,U00116,2025-01-25,P010,即食燕麦组合,食品饮料,2,58.88,会员短信,华中,已支付,117.76,2025-01,2025-01-25,False,1
O001074,U01114,2025-07-18,P013,人体工学椅,家居生活,2,797.39,自然搜索,西南,已支付,1594.78,2025-07,2025-07-18,True,2
O001075,U00538,2025-12-12,P015,收纳箱套装,家居生活,1,66.7,社群团购,华东,已支付,66.7,2025-12,2025-12-12,True,3
O001076,U00063,2025-07-03,P004,补水面膜套装,美妆个护,2,82.47,直播间,华南,已支付,164.94,2025-07,2025-07-03,True,3
O001077,U00106,2025-04-02,P012,坚果礼盒,食品饮料,1,101.32,社群团购,华南,已支付,101.32,2025-04,2025-04-02,False,1
O001078,U00835,2025-11-30,P005,氨基酸洗面奶,美妆个护,1,70.02,信息流广告,西北,已支付,70.02,2025-11,2025-11-30,True,5
O001079,U00673,2025-09-21,P013,人体工学椅,家居生活,2,751.18,直播间,华南,已支付,1502.36,2025-09,2025-09-21,True,2
O001080,U01104,2025-08-18,P007,轻薄羽绒服,服饰鞋包,1,334.51,信息流广告,华南,已支付,334.51,2025-08,2025-08-18,True,3
O001081,U00410,2025-10-07,P015,收纳箱套装,家居生活,1,86.28,信息流广告,华东,已支付,86.28,2025-10,2025-10-07,False,1
O001082,U00969,2025-10-19,P003,智能手表,数码配件,1,537.03,直播间,华北,已支付,537.03,2025-10,2025-10-19,True,2
O001083,U01194,2025-09-22,P007,轻薄羽绒服,服饰鞋包,1,355.18,自然搜索,华中,已支付,355.18,2025-09,2025-09-22,True,2
O001084,U00559,2025-03-12,P011,精品挂耳咖啡,食品饮料,2,69.11,社群团购,华中,已支付,138.22,2025-03,2025-03-12,False,1
O001085,U01003,2025-07-08,P010,即食燕麦组合,食品饮料,1,57.22,自然搜索,华北,已支付,57.22,2025-07,2025-07-08,False,1
O001086,U00883,2025-12-25,P009,跑步运动鞋,服饰鞋包,2,308.74,自然搜索,东北,已支付,617.48,2025-12,2025-12-25,True,2
O001087,U01159,2025-01-13,P008,通勤帆布包,服饰鞋包,2,157.1,自然搜索,华中,已支付,314.2,2025-01,2025-01-13,False,1
O001088,U00327,2025-11-25,P014,香薰加湿器,家居生活,1,138.28,自然搜索,华南,已支付,138.28,2025-11,2025-11-25,False,1
O001089,U00590,2025-09-26,P007,轻薄羽绒服,服饰鞋包,1,404.2,社群团购,西北,已支付,404.2,2025-09,2025-09-26,True,3
O001090,U01280,2025-12-27,P009,跑步运动鞋,服饰鞋包,2,268.8,会员短信,华中,已支付,537.6,2025-12,2025-12-27,True,6
O001091,U01110,2025-10-15,P007,轻薄羽绒服,服饰鞋包,1,364.97,信息流广告,华北,已支付,364.97,2025-10,2025-10-15,True,3
O001092,U00805,2025-04-07,P007,轻薄羽绒服,服饰鞋包,1,401.47,自然搜索,华东,已支付,401.47,2025-04,2025-04-07,True,2
O001094,U01039,2025-09-18,P003,智能手表,数码配件,1,619.13,社群团购,华北,已支付,619.13,2025-09,2025-09-18,True,2
O001095,U00742,2025-01-22,P006,精华液礼盒,美妆个护,2,249.32,信息流广告,西北,已支付,498.64,2025-01,2025-01-22,False,1
O001096,U00709,2025-10-08,P005,氨基酸洗面奶,美妆个护,2,73.29,信息流广告,华南,已支付,146.58,2025-10,2025-10-08,True,3
O001097,U00818,2025-02-28,P003,智能手表,数码配件,1,484.24,信息流广告,华北,已支付,484.24,2025-02,2025-02-28,False,1
O001098,U00388,2025-12-13,P013,人体工学椅,家居生活,1,780.19,社群团购,华北,已支付,780.19,2025-12,2025-12-13,True,3
O001099,U00461,2025-01-14,P012,坚果礼盒,食品饮料,1,122.49,会员短信,华中,已支付,122.49,2025-01,2025-01-14,False,1
O001100,U00774,2025-06-26,P014,香薰加湿器,家居生活,3,170.73,直播间,西南,已支付,512.19,2025-06,2025-06-26,True,2
O001101,U00043,2025-10-12,P004,补水面膜套装,美妆个护,1,78.96,直播间,东北,已支付,78.96,2025-10,2025-10-12,True,4
O001102,U00090,2025-12-24,P008,通勤帆布包,服饰鞋包,1,120.53,自然搜索,东北,已支付,120.53,2025-12,2025-12-24,True,5
O001104,U00291,2025-06-13,P005,氨基酸洗面奶,美妆个护,2,66.53,自然搜索,华东,已支付,133.06,2025-06,2025-06-13,False,1
O001105,U00599,2025-11-20,P003,智能手表,数码配件,2,428.52,直播间,华南,已支付,857.04,2025-11,2025-11-20,True,3
O001107,U00571,2025-12-11,P005,氨基酸洗面奶,美妆个护,1,55.42,自然搜索,华东,已支付,55.42,2025-12,2025-12-11,True,3
O001108,U01290,2025-12-16,P011,精品挂耳咖啡,食品饮料,1,80.8,信息流广告,华中,已支付,80.8,2025-12,2025-12-16,True,3
O001109,U00787,2025-10-18,P011,精品挂耳咖啡,食品饮料,1,68.15,会员短信,西南,已支付,68.15,2025-10,2025-10-18,True,3
O001110,U01001,2025-08-28,P011,精品挂耳咖啡,食品饮料,1,69.49,自然搜索,华北,已支付,69.49,2025-08,2025-08-28,True,2
O001111,U01303,2025-06-13,P002,机械键盘,数码配件,1,292.27,直播间,华南,已支付,292.27,2025-06,2025-06-13,True,3
O001112,U00261,2025-01-01,P007,轻薄羽绒服,服饰鞋包,1,385.79,自然搜索,华南,已支付,385.79,2025-01,2025-01-01,False,1
O001113,U00434,2025-09-30,P004,补水面膜套装,美妆个护,1,76.58,自然搜索,华北,已支付,76.58,2025-09,2025-09-30,True,4
O001114,U01287,2025-07-04,P008,通勤帆布包,服饰鞋包,1,155.55,会员短信,西南,已支付,155.55,2025-07,2025-07-04,True,2
O001116,U00387,2025-04-18,P011,精品挂耳咖啡,食品饮料,1,64.04,信息流广告,华北,已支付,64.04,2025-04,2025-04-18,True,2
O001117,U00298,2025-08-01,P004,补水面膜套装,美妆个护,2,73.02,直播间,华北,已支付,146.04,2025-08,2025-08-01,True,3
O001118,U00007,2025-03-02,P004,补水面膜套装,美妆个护,2,84.72,会员短信,华东,已支付,169.44,2025-03,2025-03-02,True,2
O001119,U01185,2025-03-22,P015,收纳箱套装,家居生活,2,107.48,自然搜索,华中,已支付,214.96,2025-03,2025-03-22,False,1
O001121,U00127,2025-09-15,P015,收纳箱套装,家居生活,2,77.59,信息流广告,华南,已支付,155.18,2025-09,2025-09-15,True,3
O001122,U00102,2025-08-17,P012,坚果礼盒,食品饮料,1,113.28,直播间,华东,已支付,113.28,2025-08,2025-08-17,False,1
O001123,U00690,2025-12-06,P005,氨基酸洗面奶,美妆个护,1,50.99,信息流广告,华南,已支付,50.99,2025-12,2025-12-06,True,3
O001124,U00371,2025-09-03,P013,人体工学椅,家居生活,1,956.48,社群团购,华东,已支付,956.48,2025-09,2025-09-03,False,1
O001125,U00889,2025-08-05,P006,精华液礼盒,美妆个护,1,284.35,自然搜索,华中,已支付,284.35,2025-08,2025-08-05,True,3
O001126,U00515,2025-07-22,P006,精华液礼盒,美妆个护,1,227.85,会员短信,华南,已支付,227.85,2025-07,2025-07-22,True,3
O001127,U00708,2025-11-17,P002,机械键盘,数码配件,2,316.96,直播间,华南,已支付,633.92,2025-11,2025-11-17,True,3
O001128,U00352,2025-04-27,P002,机械键盘,数码配件,2,270.76,自然搜索,华南,已支付,541.52,2025-04,2025-04-27,True,2
O001130,U00644,2025-10-15,P008,通勤帆布包,服饰鞋包,1,166.52,直播间,华东,已支付,166.52,2025-10,2025-10-15,False,1
O001131,U00579,2025-06-14,P008,通勤帆布包,服饰鞋包,1,137.17,信息流广告,西南,已支付,137.17,2025-06,2025-06-14,True,6
O001132,U00223,2025-06-01,P002,机械键盘,数码配件,1,205.51,直播间,华北,已支付,205.51,2025-06,2025-06-01,False,1
O001134,U00370,2025-05-10,P005,氨基酸洗面奶,美妆个护,4,71.01,直播间,西南,已支付,284.04,2025-05,2025-05-10,False,1
O001135,U01005,2025-03-03,P015,收纳箱套装,家居生活,1,75.35,自然搜索,华北,已支付,75.35,2025-03,2025-03-03,False,1
O001136,U01324,2025-11-17,P010,即食燕麦组合,食品饮料,1,58.98,自然搜索,西北,已支付,58.98,2025-11,2025-11-17,True,2
O001137,U00559,2025-06-04,P009,跑步运动鞋,服饰鞋包,2,314.31,社群团购,华东,已支付,628.62,2025-06,2025-06-04,True,2
O001138,U00864,2025-06-05,P010,即食燕麦组合,食品饮料,1,43.57,直播间,华南,已支付,43.57,2025-06,2025-06-05,True,2
O001139,U00134,2025-11-23,P006,精华液礼盒,美妆个护,1,218.5,信息流广告,西北,已支付,218.5,2025-11,2025-11-23,True,4
O001140,U00667,2025-10-21,P005,氨基酸洗面奶,美妆个护,1,66.17,社群团购,华南,已支付,66.17,2025-10,2025-10-21,True,3
O001141,U00299,2025-11-09,P002,机械键盘,数码配件,1,259.07,信息流广告,东北,已支付,259.07,2025-11,2025-11-09,True,2
O001144,U00451,2025-10-30,P003,智能手表,数码配件,1,507.78,信息流广告,华中,已支付,507.78,2025-10,2025-10-30,True,6
O001145,U00271,2025-08-26,P002,机械键盘,数码配件,1,286.49,社群团购,华东,已支付,286.49,2025-08,2025-08-26,True,3
O001146,U00288,2025-04-11,P010,即食燕麦组合,食品饮料,1,61.32,自然搜索,华南,已支付,61.32,2025-04,2025-04-11,False,1
O001147,U01310,2025-05-10,P015,收纳箱套装,家居生活,1,92.14,信息流广告,华东,已支付,92.14,2025-05,2025-05-10,True,2
O001148,U00377,2025-05-06,P006,精华液礼盒,美妆个护,2,254.75,信息流广告,华南,已支付,509.5,2025-05,2025-05-06,True,3
O001149,U00357,2025-04-08,P011,精品挂耳咖啡,食品饮料,1,70.98,信息流广告,华东,已支付,70.98,2025-04,2025-04-08,False,1
O001150,U00935,2025-05-23,P001,无线蓝牙耳机,数码配件,1,139.03,会员短信,未知地区,已支付,139.03,2025-05,2025-05-23,True,3
O001151,U00245,2025-11-25,P008,通勤帆布包,服饰鞋包,1,130.03,直播间,华南,已支付,130.03,2025-11,2025-11-25,True,2
O001152,U00622,2025-03-03,P015,收纳箱套装,家居生活,1,101.41,自然搜索,华东,已支付,101.41,2025-03,2025-03-03,False,1
O001153,U00704,2025-11-11,P004,补水面膜套装,美妆个护,1,87.65,自然搜索,华北,已支付,87.65,2025-11,2025-11-11,True,2
O001154,U01020,2025-10-01,P007,轻薄羽绒服,服饰鞋包,1,297.66,社群团购,西南,已支付,297.66,2025-10,2025-10-01,True,4
O001155,U00190,2025-07-23,P001,无线蓝牙耳机,数码配件,1,183.64,直播间,西南,已支付,183.64,2025-07,2025-07-23,True,5
O001156,U00244,2025-08-13,P001,无线蓝牙耳机,数码配件,1,183.5,会员短信,华北,已支付,183.5,2025-08,2025-08-13,True,2
O001158,U00293,2025-12-06,P013,人体工学椅,家居生活,4,679.74,会员短信,华中,已支付,2718.96,2025-12,2025-12-06,True,2
O001159,U00565,2025-01-21,P003,智能手表,数码配件,1,584.27,直播间,华南,已支付,584.27,2025-01,2025-01-21,False,1
O001160,U00936,2025-05-27,P013,人体工学椅,家居生活,1,710.37,信息流广告,华东,已支付,710.37,2025-05,2025-05-27,True,3
O001161,U01212,2025-11-14,P009,跑步运动鞋,服饰鞋包,1,227.86,信息流广告,东北,已支付,227.86,2025-11,2025-11-14,True,3
O001162,U00328,2025-05-11,P007,轻薄羽绒服,服饰鞋包,1,341.23,会员短信,华东,已支付,341.23,2025-05,2025-05-11,False,1
O001163,U00058,2025-10-12,P014,香薰加湿器,家居生活,1,151.76,自然搜索,西南,已支付,151.76,2025-10,2025-10-12,True,3
O001164,U00519,2025-07-24,P005,氨基酸洗面奶,美妆个护,1,58.23,自然搜索,华中,已支付,58.23,2025-07,2025-07-24,True,2
O001165,U00953,2025-08-14,P011,精品挂耳咖啡,食品饮料,1,81.4,信息流广告,华北,已支付,81.4,2025-08,2025-08-14,True,2
O001166,U00396,2025-09-30,P010,即食燕麦组合,食品饮料,1,54.0,直播间,华北,已支付,54.0,2025-09,2025-09-30,True,2
O001167,U00318,2025-03-31,P006,精华液礼盒,美妆个护,2,302.38,直播间,华东,已支付,604.76,2025-03,2025-03-31,False,1
O001168,U00420,2025-09-29,P011,精品挂耳咖啡,食品饮料,3,80.95,直播间,华北,已支付,242.85,2025-09,2025-09-29,False,1
O001170,U00936,2025-03-15,P002,机械键盘,数码配件,1,266.0,社群团购,华南,已支付,266.0,2025-03,2025-03-15,False,1
O001171,U00478,2025-01-25,P004,补水面膜套装,美妆个护,1,79.86,社群团购,华南,已支付,79.86,2025-01,2025-01-25,False,1
O001172,U00455,2025-05-03,P002,机械键盘,数码配件,2,271.58,自然搜索,华北,已支付,543.16,2025-05,2025-05-03,False,1
O001173,U00184,2025-07-28,P015,收纳箱套装,家居生活,1,102.33,信息流广告,华东,已支付,102.33,2025-07,2025-07-28,False,1
O001174,U01163,2025-06-27,P012,坚果礼盒,食品饮料,3,94.65,会员短信,华东,已支付,283.95,2025-06,2025-06-27,True,3
O001175,U00128,2025-01-18,P009,跑步运动鞋,服饰鞋包,1,351.64,信息流广告,西北,已支付,351.64,2025-01,2025-01-18,False,1
O001176,U00156,2025-05-26,P001,无线蓝牙耳机,数码配件,3,150.25,自然搜索,西北,已支付,450.75,2025-05,2025-05-26,False,1
O001179,U00730,2025-10-07,P007,轻薄羽绒服,服饰鞋包,1,415.95,会员短信,华南,已支付,415.95,2025-10,2025-10-07,False,1
O001180,U00808,2025-04-22,P014,香薰加湿器,家居生活,2,191.51,直播间,西南,已支付,383.02,2025-04,2025-04-22,True,2
O001181,U00222,2025-12-22,P006,精华液礼盒,美妆个护,1,206.11,信息流广告,华东,已支付,206.11,2025-12,2025-12-22,True,4
O001183,U00521,2025-08-06,P012,坚果礼盒,食品饮料,1,105.97,自然搜索,华南,已支付,105.97,2025-08,2025-08-06,True,3
O001184,U00945,2025-06-06,P006,精华液礼盒,美妆个护,2,247.26,会员短信,华东,已支付,494.52,2025-06,2025-06-06,False,1
O001185,U00441,2025-04-30,P010,即食燕麦组合,食品饮料,2,49.38,信息流广告,华北,已支付,98.76,2025-04,2025-04-30,False,1
O001186,U00767,2025-11-07,P001,无线蓝牙耳机,数码配件,2,159.66,直播间,华北,已支付,319.32,2025-11,2025-11-07,True,5
O001187,U00606,2025-06-28,P004,补水面膜套装,美妆个护,1,87.34,信息流广告,华东,已支付,87.34,2025-06,2025-06-28,False,1
O001188,U00045,2025-01-01,P002,机械键盘,数码配件,1,292.34,信息流广告,西北,已支付,292.34,2025-01,2025-01-01,False,1
O001189,U00512,2025-05-08,P004,补水面膜套装,美妆个护,1,87.37,自然搜索,华南,已支付,87.37,2025-05,2025-05-08,True,4
O001191,U00655,2025-06-02,P007,轻薄羽绒服,服饰鞋包,1,382.03,自然搜索,华南,已支付,382.03,2025-06,2025-06-02,True,3
O001192,U01226,2025-10-01,P015,收纳箱套装,家居生活,1,106.43,自然搜索,东北,已支付,106.43,2025-10,2025-10-01,True,2
O001193,U00005,2025-12-14,P002,机械键盘,数码配件,1,237.45,信息流广告,华东,已支付,237.45,2025-12,2025-12-14,True,5
O001194,U00952,2025-10-10,P014,香薰加湿器,家居生活,1,190.39,信息流广告,华南,已支付,190.39,2025-10,2025-10-10,True,4
O001195,U00808,2025-04-09,P013,人体工学椅,家居生活,1,882.57,直播间,华南,已支付,882.57,2025-04,2025-04-09,False,1
O001196,U01242,2025-05-03,P002,机械键盘,数码配件,1,286.37,直播间,华东,已支付,286.37,2025-05,2025-05-03,False,1
O001197,U00726,2025-03-25,P006,精华液礼盒,美妆个护,1,287.02,会员短信,西南,已支付,287.02,2025-03,2025-03-25,False,1
O001198,U00158,2025-07-24,P009,跑步运动鞋,服饰鞋包,2,291.47,信息流广告,华南,已支付,582.94,2025-07,2025-07-24,True,2
O001199,U00117,2025-11-26,P009,跑步运动鞋,服饰鞋包,1,347.45,直播间,华东,已支付,347.45,2025-11,2025-11-26,True,2
O001200,U00196,2025-10-29,P009,跑步运动鞋,服饰鞋包,1,380.54,会员短信,华东,已支付,380.54,2025-10,2025-10-29,False,1
O001201,U00973,2025-08-08,P007,轻薄羽绒服,服饰鞋包,3,365.17,自然搜索,华北,已支付,1095.51,2025-08,2025-08-08,True,3
O001202,U00589,2025-11-21,P008,通勤帆布包,服饰鞋包,1,159.3,自然搜索,西北,已支付,159.3,2025-11,2025-11-21,True,2
O001203,U00402,2025-08-23,P010,即食燕麦组合,食品饮料,2,62.74,自然搜索,华东,已支付,125.48,2025-08,2025-08-23,False,1
O001205,U00859,2025-01-30,P001,无线蓝牙耳机,数码配件,1,183.73,会员短信,华北,已支付,183.73,2025-01,2025-01-30,False,1
O001206,U00031,2025-08-08,P008,通勤帆布包,服饰鞋包,2,139.19,信息流广告,华中,已支付,278.38,2025-08,2025-08-08,True,2
O001207,U00952,2025-12-17,P001,无线蓝牙耳机,数码配件,1,128.03,直播间,华北,已支付,128.03,2025-12,2025-12-17,True,5
O001208,U00262,2025-10-24,P006,精华液礼盒,美妆个护,1,292.04,直播间,华南,已支付,292.04,2025-10,2025-10-24,True,2
O001209,U00573,2025-01-02,P005,氨基酸洗面奶,美妆个护,1,72.46,自然搜索,华南,已支付,72.46,2025-01,2025-01-02,False,1
O001210,U00518,2025-08-06,P012,坚果礼盒,食品饮料,2,133.07,信息流广告,华东,已支付,266.14,2025-08,2025-08-06,False,1
O001211,U00234,2025-08-30,P011,精品挂耳咖啡,食品饮料,3,65.83,自然搜索,华北,已支付,197.49,2025-08,2025-08-30,False,1
O001212,U00622,2025-07-28,P014,香薰加湿器,家居生活,1,171.29,自然搜索,华南,已支付,171.29,2025-07,2025-07-28,True,2
O001213,U01147,2025-10-31,P013,人体工学椅,家居生活,1,801.48,信息流广告,华南,已支付,801.48,2025-10,2025-10-31,False,1
O001214,U00381,2025-07-26,P015,收纳箱套装,家居生活,2,96.95,社群团购,西北,已支付,193.9,2025-07,2025-07-26,True,2
O001215,U00727,2025-10-12,P011,精品挂耳咖啡,食品饮料,2,68.01,信息流广告,华中,已支付,136.02,2025-10,2025-10-12,True,3
O001216,U00478,2025-09-08,P004,补水面膜套装,美妆个护,1,83.7,自然搜索,西南,已支付,83.7,2025-09,2025-09-08,True,2
O001217,U00423,2025-08-20,P015,收纳箱套装,家居生活,1,93.88,信息流广告,华南,已支付,93.88,2025-08,2025-08-20,True,2
O001218,U01033,2025-11-19,P010,即食燕麦组合,食品饮料,1,47.16,信息流广告,东北,已支付,47.16,2025-11,2025-11-19,True,2
O001219,U00784,2025-05-31,P012,坚果礼盒,食品饮料,1,127.77,信息流广告,华北,已支付,127.77,2025-05,2025-05-31,True,2
O001221,U00997,2025-03-08,P009,跑步运动鞋,服饰鞋包,1,335.87,会员短信,西北,已支付,335.87,2025-03,2025-03-08,False,1
O001222,U00921,2025-11-01,P004,补水面膜套装,美妆个护,1,67.52,信息流广告,西北,已支付,67.52,2025-11,2025-11-01,True,4
O001223,U00512,2025-12-07,P004,补水面膜套装,美妆个护,1,79.8,直播间,华东,已支付,79.8,2025-12,2025-12-07,True,5
O001224,U01067,2025-09-23,P007,轻薄羽绒服,服饰鞋包,1,379.84,信息流广告,华北,已支付,379.84,2025-09,2025-09-23,False,1
O001225,U00517,2025-10-17,P002,机械键盘,数码配件,1,271.13,自然搜索,未知地区,已支付,271.13,2025-10,2025-10-17,False,1
O001226,U01247,2025-08-28,P005,氨基酸洗面奶,美妆个护,2,60.48,信息流广告,华中,已支付,120.96,2025-08,2025-08-28,True,4
O001227,U01067,2025-11-10,P015,收纳箱套装,家居生活,2,95.76,会员短信,华东,已支付,191.52,2025-11,2025-11-10,True,3
O001228,U00234,2025-12-01,P011,精品挂耳咖啡,食品饮料,1,56.36,自然搜索,华东,已支付,56.36,2025-12,2025-12-01,True,2
O001229,U00681,2025-04-09,P006,精华液礼盒,美妆个护,1,241.49,社群团购,华北,已支付,241.49,2025-04,2025-04-09,False,1
O001230,U00204,2025-07-13,P001,无线蓝牙耳机,数码配件,1,194.26,自然搜索,华东,已支付,194.26,2025-07,2025-07-13,True,5
O001231,U00724,2025-03-24,P001,无线蓝牙耳机,数码配件,1,170.43,直播间,华东,已支付,170.43,2025-03,2025-03-24,False,1
O001232,U00805,2025-01-20,P007,轻薄羽绒服,服饰鞋包,2,375.7,直播间,华北,已支付,751.4,2025-01,2025-01-20,False,1
O001233,U01269,2025-04-06,P014,香薰加湿器,家居生活,1,211.02,直播间,华北,已支付,211.02,2025-04,2025-04-06,False,1
O001235,U00107,2025-12-13,P006,精华液礼盒,美妆个护,2,248.03,自然搜索,华中,已支付,496.06,2025-12,2025-12-13,True,5
O001236,U00549,2025-12-19,P006,精华液礼盒,美妆个护,2,205.33,信息流广告,华南,已支付,410.66,2025-12,2025-12-19,True,2
O001237,U00242,2025-07-13,P006,精华液礼盒,美妆个护,1,260.1,社群团购,华南,已支付,260.1,2025-07,2025-07-13,True,4
O001238,U00805,2025-07-18,P013,人体工学椅,家居生活,1,810.48,社群团购,华北,已支付,810.48,2025-07,2025-07-18,True,3
O001239,U00180,2025-05-25,P014,香薰加湿器,家居生活,1,193.3,自然搜索,华北,已支付,193.3,2025-05,2025-05-25,True,2
O001240,U01363,2025-11-28,P005,氨基酸洗面奶,美妆个护,1,58.98,自然搜索,华中,已支付,58.98,2025-11,2025-11-28,True,4
O001241,U00448,2025-03-20,P005,氨基酸洗面奶,美妆个护,1,66.52,信息流广告,西南,已支付,66.52,2025-03,2025-03-20,False,1
O001242,U00986,2025-11-14,P006,精华液礼盒,美妆个护,1,209.79,自然搜索,东北,已支付,209.79,2025-11,2025-11-14,True,3
O001243,U00015,2025-11-24,P014,香薰加湿器,家居生活,1,167.32,会员短信,华东,已支付,167.32,2025-11,2025-11-24,True,2
O001244,U00121,2025-08-12,P012,坚果礼盒,食品饮料,1,116.24,自然搜索,华北,已支付,116.24,2025-08,2025-08-12,True,6
O001245,U01041,2025-11-07,P015,收纳箱套装,家居生活,1,86.31,自然搜索,华北,已支付,86.31,2025-11,2025-11-07,True,2
O001246,U00240,2025-08-15,P008,通勤帆布包,服饰鞋包,2,160.23,信息流广告,华南,已支付,320.46,2025-08,2025-08-15,False,1
O001247,U00009,2025-05-29,P008,通勤帆布包,服饰鞋包,1,147.86,直播间,华北,已支付,147.86,2025-05,2025-05-29,True,3
O001248,U00362,2025-07-19,P004,补水面膜套装,美妆个护,1,88.17,社群团购,华东,已支付,88.17,2025-07,2025-07-19,False,1
O001249,U00382,2025-07-06,P011,精品挂耳咖啡,食品饮料,1,62.91,信息流广告,华中,已支付,62.91,2025-07,2025-07-06,False,1
O001250,U01309,2025-08-31,P001,无线蓝牙耳机,数码配件,1,213.15,直播间,华北,已支付,213.15,2025-08,2025-08-31,False,1
O001251,U00437,2025-09-25,P001,无线蓝牙耳机,数码配件,2,162.16,自然搜索,华东,已支付,324.32,2025-09,2025-09-25,True,3
O001252,U01348,2025-09-03,P011,精品挂耳咖啡,食品饮料,1,81.2,直播间,华东,已支付,81.2,2025-09,2025-09-03,True,2
O001253,U01381,2025-11-03,P006,精华液礼盒,美妆个护,1,222.41,自然搜索,华北,已支付,222.41,2025-11,2025-11-03,True,3
O001254,U00303,2025-03-04,P001,无线蓝牙耳机,数码配件,1,169.0,信息流广告,华东,已支付,169.0,2025-03,2025-03-04,False,1
O001256,U00344,2025-12-08,P002,机械键盘,数码配件,2,265.23,会员短信,华东,已支付,530.46,2025-12,2025-12-08,True,5
O001257,U00076,2025-10-08,P003,智能手表,数码配件,3,580.84,社群团购,西南,已支付,1742.52,2025-10,2025-10-08,True,2
O001258,U00229,2025-09-10,P001,无线蓝牙耳机,数码配件,1,172.4,会员短信,华南,已支付,172.4,2025-09,2025-09-10,True,6
O001259,U00329,2025-11-23,P001,无线蓝牙耳机,数码配件,3,169.23,直播间,华南,已支付,507.69,2025-11,2025-11-23,True,2
O001260,U01308,2025-03-23,P009,跑步运动鞋,服饰鞋包,2,302.84,直播间,华东,已支付,605.68,2025-03,2025-03-23,True,2
O001261,U01048,2025-01-18,P015,收纳箱套装,家居生活,2,97.84,自然搜索,西北,已支付,195.68,2025-01,2025-01-18,False,1
O001263,U00476,2025-03-11,P005,氨基酸洗面奶,美妆个护,1,54.62,自然搜索,华中,已支付,54.62,2025-03,2025-03-11,True,2
O001264,U00101,2025-08-06,P003,智能手表,数码配件,1,480.5,信息流广告,华东,已支付,480.5,2025-08,2025-08-06,False,1
O001265,U01191,2025-11-23,P014,香薰加湿器,家居生活,1,215.75,会员短信,华南,已支付,215.75,2025-11,2025-11-23,True,2
O001266,U00211,2025-06-15,P004,补水面膜套装,美妆个护,1,80.15,信息流广告,未知地区,已支付,80.15,2025-06,2025-06-15,True,2
O001267,U00495,2025-06-13,P001,无线蓝牙耳机,数码配件,2,130.07,社群团购,华南,已支付,260.14,2025-06,2025-06-13,False,1
O001268,U01310,2025-05-26,P008,通勤帆布包,服饰鞋包,1,147.24,直播间,华南,已支付,147.24,2025-05,2025-05-26,True,3
O001269,U00023,2025-06-15,P007,轻薄羽绒服,服饰鞋包,1,285.76,会员短信,华中,已支付,285.76,2025-06,2025-06-15,True,2
O001270,U00073,2025-02-04,P009,跑步运动鞋,服饰鞋包,1,317.37,自然搜索,西南,已支付,317.37,2025-02,2025-02-04,False,1
O001271,U00634,2025-12-23,P007,轻薄羽绒服,服饰鞋包,2,367.54,会员短信,西北,已支付,735.08,2025-12,2025-12-23,True,2
O001273,U01367,2025-03-18,P002,机械键盘,数码配件,1,288.55,自然搜索,华东,已支付,288.55,2025-03,2025-03-18,False,1
